nconst,intervenant_primaryName,intervenant_primaryProfession,intervenant_birthYear,intervenant_deathYear,tmdb_id,tmdb_popularity,tmdb_profile_url,tmdb_biography_fr
nm0661910,Nick Park,"writer,producer,director",1958,,7314.0,0.7544,https://image.tmdb.org/t/p/w500/C51kzgPopTjOkLewW9Pt8f2YIG.jpg,
nm0768018,Julia Sawalha,"actress,soundtrack,archive_footage",1968,,53328.0,2.1541,https://image.tmdb.org/t/p/w500/nSybe0Djsf49lS3HxLyvFnchkh.jpg,
nm0819862,David Sproxton,"producer,animation_department,director",1954,,53329.0,0.2089,https://image.tmdb.org/t/p/w500/zVeJRzQaIvENbOUbhMgP4DkgK7W.jpg,
nm0001069,Bud Cort,"actor,director,writer",1948,,4971.0,1.2007,https://image.tmdb.org/t/p/w500/t3ncccw3yAk69FYDdG9RkvT0qpC.jpg,
nm0008640,Betty Aberlin,"actress,writer,soundtrack",1942,,140881.0,1.2079,https://image.tmdb.org/t/p/w500/2J7NsOkcyCZZbw8H16g2TWxK29m.jpg,
nm0679465,Jared Pfennigwerth,actor,1983,,,,,
nm0137506,George Carlin,"actor,writer,producer",1937,2008.0,15903.0,0.9976,https://image.tmdb.org/t/p/w500/2No6PxJbTGtawVJh0ivUiXfVprH.jpg,
nm0001608,Barry Pepper,"actor,producer,executive",1970,,12834.0,1.8515,https://image.tmdb.org/t/p/w500/eu27Dlfemyor0AP1ZTPVRLBx8Mv.jpg,
nm0005377,Sam Rockwell,"actor,producer,director",1968,,6807.0,3.0579,https://image.tmdb.org/t/p/w500/vYpWxV0bnUgKo7SdasfGP9HttUq.jpg,"Sam Rockwell est un acteur américain, né le 5 novembre 1968 à Daly City (Californie). Il est connu pour ses rôles dans La Ligne verte (1999), Charlie et ses drôles de dames (2000), Les Associés (2003), Moon (2009), Iron Man 2 (2010), Sept psychopathes (2012), Three Billboards : Les Panneaux de la vengeance (2017) et Vice (2018)."
nm0006535,Doug Hutchison,"actor,writer,producer",1960,,6806.0,1.8602,https://image.tmdb.org/t/p/w500/a32hLANC5LIqT0Pk2nyV7dGdh23.jpg,
nm0883603,David Valdes,"producer,assistant_director,production_manager",1950,,3718.0,0.3802,https://image.tmdb.org/t/p/w500/4gbCUGBWd4WeRsu9DeknpJUMlvz.jpg,
nm0003817,Michael Clarke Duncan,"actor,producer,soundtrack",1957,2012.0,61981.0,2.2973,https://image.tmdb.org/t/p/w500/3RX8OBqt3gbvFwKYZqiom4O3Ta6.jpg,"Carrière

Au milieu des années 1980, Michael Clarke Duncan rencontre un producteur de théâtre qui l'engage en tant qu'agent de sécurité dans la tournée de la pièce Beauty Shop, Part 2.

Il part pour Hollywood pour signer avec une petite agence et tourne dans des spots publicitaires. Peu à peu, son physique et sa stature hors norme (il mesure 1,96 m pour 142 kilos), lui valent d'être recruté sur les plateaux des grands studios. Entre-temps, il travaille comme garde du corps pour Will Smith, Martin Lawrence, Jamie Foxx, LL Cool J et The Notorious B.I.G. En 1997, quand Notorious B.I.G. est assassiné, Duncan quitte le métier. En 1998, on le retrouve aux côtés de Bruce Willis et Ben Affleck dans Armageddon. Il retrouvera Bruce Willis dans la comédie Mon voisin le tueur.

En 1999, son rôle dans La Ligne verte est unanimement acclamé par la critique et lui vaut deux nominations, à l'Oscar du second rôle et aux Golden Globes. Il enchaîne ensuite les blockbusters avec La Planète des singes, Le Roi Scorpion, Daredevil où il retrouve Ben Affleck, The Island, Sin City, Street Fighter et Green Lantern. Il prête aussi sa voix dans les films : Frère des ours et Kung Fu Panda.

Engagements

Il s'investit personnellement auprès de la People for the Ethical Treatment of Animals (PETA)et de la Safety Harbor Kids.

Mort

Le 13 juillet 2012, il fait une crise cardiaque et est hospitalisé au centre médical Cedars-Sinai de Los Angeles. Sa compagne, la révérende Omarosa Manigault, pratique une réanimation cardiopulmonaire après avoir contacté les secours.

Il meurt le 3 septembre 2012 à l'âge de 54 ans, des suites de cette crise cardiaque.

Il repose depuis le 10 septembre 2012 au Forest Lawn Memorial Park de Los Angeles"
nm0005052,Michael Jeter,"actor,director,soundtrack",1952,2003.0,2169.0,2.8839,https://image.tmdb.org/t/p/w500/pNBf8X56wCOHH7cArsMYJuke4fO.jpg,
nm0032370,Noel Appleby,actor,1933,2007.0,585902.0,1.5902,https://image.tmdb.org/t/p/w500/us7w0GDegkKk0FWM5G41w7Zcubh.jpg,
nm0397102,Alan Howard,"actor,archive_footage",1937,2015.0,1367.0,1.0164,https://image.tmdb.org/t/p/w500/jYHkGkFzRGrVRoX568Omr3ipmde.jpg,
nm0000704,Elijah Wood,"actor,producer,miscellaneous",1981,,109.0,3.8986,https://image.tmdb.org/t/p/w500/7UKRbJBNG7mxBl2QQc5XsAh6F8B.jpg,"Elijah Wood est un acteur, producteur et DJ américain né le 28 janvier 1981 à Cedar Rapids (Iowa). Il est principalement connu pour avoir interprété le hobbit Frodon Sacquet dans la trilogie Le Seigneur des Anneaux de Peter Jackson.

Source : https://fr.wikipedia.org (licensed under CC-BY-SA)"
nm0001392,Peter Jackson,"producer,director,writer",1961,,108.0,2.6185,https://image.tmdb.org/t/p/w500/bNc908d59Ba8VDNr4eCcm4G1cR.jpg,"Peter Jackson est un réalisateur, scénariste et producteur néo-zélandais, né le 31 octobre 1961 à Wellington. Il est surtout connu pour avoir réalisé la trilogie du Seigneur des anneaux, d'après l'œuvre de J. R. R. Tolkien, et un remake de King Kong. Il réalise ensuite Le Hobbit, l'adaptation cinématographique en trois volets du roman de Tolkien.

Il est membre de l'Ordre de Nouvelle-Zélande, chevalier de l'Ordre du Mérite de Nouvelle-Zélande et Officier des Arts et des Lettres.

Source : https://fr.wikipedia.org (licensed under CC-BY-SA)"
nm0005212,Ian McKellen,"actor,writer,producer",1939,,1327.0,3.8526,https://image.tmdb.org/t/p/w500/coWjgMEYJjk2OrNddlXCBm8EIr3.jpg,"Ian McKellen, né le 25 mai 1939 à Burnley (Lancashire), est un acteur britannique. Actif tant dans le théâtre classique et contemporain qu'au cinéma, il est également connu pour son militantisme en faveur des droits des personnes LGBT.

Malgré une carrière plutôt éclectique, il est surtout connu du grand public pour le rôle de Gandalf dans les trilogies Le Seigneur des anneaux et Le Hobbit de Peter Jackson, ainsi que pour celui de Magnéto dans les films X-men.

Il est chevalier commandeur dans l'ordre de l'Empire britannique et membre de l'ordre des compagnons d'honneur.

Source : https://fr.wikipedia.org (licensed under CC-BY-SA)"
nm0089217,Orlando Bloom,"actor,producer,soundtrack",1977,,114.0,2.7999,https://image.tmdb.org/t/p/w500/pulwUR0lZ8IWwXUCRXCnyWfYvNL.jpg,"Orlando Jonathan Blanchard Bloom (né le 13 janvier 1977 à Canterbury, dans le Kent, en Angleterre) est un acteur britannique. Il est surtout connu pour avoir joué dans Le Seigneur des anneaux (2001-2003), Pirates des Caraïbes (2003-2007, 2017), Troie (2004), Kingdom of Heaven (2005) et Le Hobbit (2012-2014). Il est également reconnu pour avoir joué dans les comédies Rencontres à Elizabethtown (2005) et New York, I Love You (2009), ainsi que dans le drame, Main Street (2011).

En 2009, Orlando a été élu ambassadeur de l'UNICEF."
nm0101710,Billy Boyd,"actor,music_department,producer",1968,,1329.0,2.3888,https://image.tmdb.org/t/p/w500/uiWlsIOakNnUgda21PJF9wswzEJ.jpg,"Billy Boyd (né le 28 août 1968 à Glasgow) est un acteur écossais rendu célèbre grâce à son rôle de Peregrïn Touque, dit Pippin, dans l'adaptation cinématographique du Seigneur des Anneaux.

Source : https://fr.wikipedia.org (licensed under CC-BY-SA)"
nm0785227,Andy Serkis,"actor,producer,director",1964,,1333.0,3.7328,https://image.tmdb.org/t/p/w500/eNGqhebQ4cDssjVeNFrKtUvweV5.jpg,"Andrew Clement Serkis, dit Andy Serkis, né le 20 avril 1964 à Ruislip dans le borough londonien de Hillingdon, est un acteur, réalisateur et producteur britannique. Spécialisé dans les rôles tournés avec la capture de mouvement, il interprète notamment Gollum dans la trilogie du Seigneur des Anneaux et dans Le Hobbit : Un voyage inattendu de Peter Jackson, le singe César dans La Planète des singes, le Capitaine Haddock dans Les Aventures de Tintin: Le Secret de La Licorne de Steven Spielberg et le Leader Suprême Snoke dans Star Wars, épisode VII : Le Réveil de la Force qui sont autant de blockbusters mondiaux.

Source : https://fr.wikipedia.org (licensed under CC-BY-SA)"
nm1019674,Sala Baker,"actor,stunts,producer",1976,,1366.0,1.5858,https://image.tmdb.org/t/p/w500/zn0kwgQ6IT847uMxz73w7ofHwyp.jpg,
nm0051643,Tony Bancroft,"animation_department,art_department,director",1967,,66190.0,0.4698,https://image.tmdb.org/t/p/w500/mMptwiAxSTm8nLV8chWIphePi69.jpg,
nm0167703,Pam Coats,"producer,actress,miscellaneous",1957,,69163.0,0.2881,,
nm0176905,Barry Cook,"visual_effects,director,writer",1958,,66191.0,0.8487,https://image.tmdb.org/t/p/w500/y0lmcTr8fkC0jsfIJxNrUSSUzPn.jpg,
nm0791467,Freda Foh Shen,"actress,soundtrack,archive_footage",1948,,51754.0,1.1562,https://image.tmdb.org/t/p/w500/zxEbCZDN1XFaPU2gs5XKPy9dauJ.jpg,
nm0004931,June Foray,"actress,miscellaneous,writer",1917,2017.0,15098.0,1.3739,https://image.tmdb.org/t/p/w500/6s5sWcOPGtVdbMFtZwkWadArj2I.jpg,
nm0316079,Paul Giamatti,"actor,producer,director",1967,,13242.0,3.5381,https://image.tmdb.org/t/p/w500/kn7LAbFYP5RPC2r61tDx2CRUeuw.jpg,
nm0853040,Regina Taylor,"actress,writer,director",1960,,21848.0,1.1022,https://image.tmdb.org/t/p/w500/s6a1zzRTFlu5ZQvczKbCqtD9FqM.jpg,
nm0000188,Steve Martin,"writer,actor,producer",1945,,67773.0,2.318,https://image.tmdb.org/t/p/w500/d0KthX8hVWU9BxTCG1QUO8FURRm.jpg,
nm0000545,Helen Mirren,"actress,producer,director",1945,,15735.0,5.8773,https://image.tmdb.org/t/p/w500/1reKRrsdsHXJaRVHVyOEg4oPTcZ.jpg,"Helen Mirren, nom de scène d'Helen Lydia Mironoff, née le 26 juillet 1945 à Hammersmith (Londres), est une actrice britannique.

Elle reçoit l'Oscar de la meilleure actrice pour son interprétation de la reine Élisabeth II dans le film The Queen de Stephen Frears (2006). Elle est également connue du grand public pour occuper le premier rôle de la série Suspect numéro 1 (Prime suspect), où elle interprète l'inspecteur Jane Tennison."
nm0001737,Martin Short,"actor,writer,producer",1950,,519.0,2.6971,https://image.tmdb.org/t/p/w500/vWoZIOk7K8TSKu1IN90akswsWjZ.jpg,
nm0001772,Patrick Stewart,"actor,producer,director",1940,,2387.0,3.0927,https://image.tmdb.org/t/p/w500/ufqtnLh3JJjPbEgxEag3MM5nZyv.jpg,"Patrick Stewart, né le 13 juillet 1940 à Mirfield (Yorkshire de l'Ouest), est un acteur britannique.

Il est connu pour son rôle de Jean-Luc Picard dans la série télévisée Star Trek : La Nouvelle Génération durant les années 1990 puis celui du professeur Xavier dans les films de la saga X-Men durant les années 2000-2010."
nm0277896,Penney Finkelman Cox,"producer,assistant_director,production_department",1951,,12065.0,0.7104,,
nm0920425,Simon Wells,"art_department,animation_department,director",1961,,21879.0,0.6164,https://image.tmdb.org/t/p/w500/1p3DWHCJ8XzfvYRgxlhPnLDAeDy.jpg,
nm0929489,Tom Wilkinson,"actor,soundtrack,archive_footage",1948,2023.0,207.0,1.4508,https://image.tmdb.org/t/p/w500/xSUohQDXuepOU2nSqtDj2us5RZo.jpg,
nm0000329,Jackie Chan,"producer,actor,stunts",1954,,18897.0,23.4397,https://image.tmdb.org/t/p/w500/nraZoTzwJQPHspAVsKfgl3RXKKa.jpg,"Jackie Chan , né Chan Kong-sang  le 7 avril 1954 à Hong Kong, est un acteur, chanteur, cascadeur, scénariste, réalisateur et producteur chinois.

Spécialiste en arts martiaux, il est mondialement reconnu dans les domaines du kung fu et des films d'action. Dans ses films, il est connu pour son style de combat acrobatique, son sens de l'humour, son utilisation d'armes improvisées et ses cascades innovantes. Depuis les années 1970, il est apparu dans plus d'une centaine de films. Il a reçu une étoile à l'avenue du Hollywood Walk of Fame et l'Avenue des stars à Hong Kong. En tant qu'icône culturelle, il a été mentionné dans diverses chansons pop, dessins animés et jeux vidéo. En plus d'être acteur, il s'est également essayé à la chanson dans les genres cantopop et mandopop, notamment sur le thème de ses films. En 2008, il a chanté lors de la cérémonie de clôture des Jeux olympiques.

Jackie Chan est également un homme d'affaires qui utilise son image dans différents domaines (ligne de vêtements, chaîne de cinémas, etc.). Il possède également sa propre société de production de films, JCE Movies Limited, qui produit notamment ses films. Il est en outre un important philanthrope, en dédiant une partie des bénéfices qu'il tire de ses activités commerciales à des œuvres caritatives, notamment par le biais de ses deux fondations."
nm0002245,Tzi Ma,"actor,producer,archive_footage",1952,,21629.0,1.7466,https://image.tmdb.org/t/p/w500/x4fz0LCIiBNGdil3nBYO22W7QJ0.jpg,
nm0083696,Roger Birnbaum,"producer,production_manager,actor",1950,,4504.0,0.3407,https://image.tmdb.org/t/p/w500/81YfVDvKqYhdQwkfep8IqRUr9pJ.jpg,
nm0159485,Michael Chow,"actor,archive_footage",1939,,21631.0,0.5007,https://image.tmdb.org/t/p/w500/9YQnpP04OlUhulzTp8DESzVA63g.jpg,
nm0398830,Julia Hsu,"actress,soundtrack",1986,,21632.0,0.2014,https://image.tmdb.org/t/p/w500/hJCU6txMrFWzrvxSKCD2JjoTFbG.jpg,
nm0711840,Brett Ratner,"producer,director,actor",1969,,11091.0,1.2401,https://image.tmdb.org/t/p/w500/y40YzrI2ooWiWxfisx6zCZGueEu.jpg,
nm0000610,Giovanni Ribisi,"actor,producer,cinematographer",1974,,1771.0,2.6647,https://image.tmdb.org/t/p/w500/8EAiS9D3YtGOrwNM0OrwmDpWK7s.jpg,"Giovanni Ribisi (né le 17 décembre 1974) est un acteur américain. Ses crédits de film incluent Gone in 60 Seconds, Boiler Room, Saving Private Ryan, The Mod Squad, The Gift, Sky Captain and the World of Tomorrow, Lost in Translation et plus récemment, Public Enemies et Avatar. Il est également connu pour son rôle de Frank, le frère de Phoebe Buffay, dans la sitcom Friends. Il est également apparu dans des vidéoclips pour Crystal Ball de Keane et Talk About The Blues de The Jon Spencer Blues Explosion."
nm0001101,Ted Danson,"actor,producer,writer",1947,,12836.0,2.3036,https://image.tmdb.org/t/p/w500/2QUEYVhrKbOkRKeFEUnc5sJby6a.jpg,
nm0001111,Jeremy Davies,"actor,archive_footage",1969,,4654.0,2.1809,https://image.tmdb.org/t/p/w500/tNtcpQnMxzl0OqVDsyA63oAgPbI.jpg,
nm0004874,Vin Diesel,"producer,actor,director",1967,,12835.0,10.9896,https://image.tmdb.org/t/p/w500/nZdVry7lnUkE24PnXakok9okvL4.jpg,"Mark Sinclair Vincent, dit Vin Diesel, né le 18 juillet 1967, à Alameda, en Californie est un acteur, réalisateur, scénariste, cascadeur, chanteur et producteur de cinéma américain.

Il est révélé par un second rôle dans Il faut sauver le soldat Ryan (1998), avant de devenir la star de plusieurs franchises du cinéma d'action : Les Chroniques de Riddick (2000-2013), Fast and Furious (2001-) et xXx (2002-).

Il prête sa voix au Géant de fer dans le film d'animation homonyme (1999) ainsi qu'à Groot dans les œuvres du MCU (2014-) dont le film Les Gardiens de la Galaxie (2014) et sa suite (2017).

Contenu soumis à la licence CC-BY-SA 3.0. Source : Article Vin Diesel de Wikipédia en français."
nm0004965,Adam Goldberg,"actor,writer,director",1970,,6163.0,1.8823,https://image.tmdb.org/t/p/w500/xEbqDqTWlSSCi4v8FI3S9YSEPJz.jpg,
nm0122653,Edward Burns,"writer,actor,producer",1968,,12833.0,2.5698,https://image.tmdb.org/t/p/w500/pTLdPUSxDUcdmvy91LGCF3pk0AM.jpg,
nm0001329,Nigel Hawthorne,"actor,producer,archive_footage",1929,2001.0,15788.0,0.7414,https://image.tmdb.org/t/p/w500/v8bin2HUa9gayqxmCnlRlh0taxq.jpg,
nm0000335,Glenn Close,"actress,producer,director",1947,,515.0,2.7161,https://image.tmdb.org/t/p/w500/4VHZ1GfLwN7MUgApy0LCBzdDF9L.jpg,"Elle est une actrice, scénariste et productrice américaine. Ayant commencé sa carrière sur les planches des théâtres de New York, elle a rapidement entamé une carrière polyvalente au cinéma et à la télévision, étant régulièrement saluée et citée comme l'une des meilleures actrices de sa génération. Nommée huit fois aux Oscars du cinéma, elle a remporté entre autres trois Emmy Awards, trois Golden Globes et trois Tony Awards. Elle continue d'alterner des rôles à ""Broadway"", dans des séries et sur grand écran (aussi bien dans des films indépendants que dans des blockbusters), mais aussi de jouer dans des comédies musicales comme ""Sunset Boulevard"" où elle reprend avec succès le rôle de Norma Desmond, jouer au cinéma par la star Gloria Swanson."
nm0118333,Chris Buck,"animation_department,director,miscellaneous",1958,,15774.0,0.5691,https://image.tmdb.org/t/p/w500/ponaYm3Xr1Pki8JVDSIzfA4NkNw.jpg,
nm0513281,Alex D. Linz,"actor,soundtrack",1989,,15789.0,2.4911,https://image.tmdb.org/t/p/w500/sGc3eYFDybC5lr0iWnRvJswZlH7.jpg,
nm0000517,Terrence Malick,"producer,writer,director",1943,,30715.0,0.791,https://image.tmdb.org/t/p/w500/6FSi5aeyCNxJp96gxOmX7R4hCFu.jpg,
nm0000560,Nick Nolte,"actor,producer,soundtrack",1941,,1733.0,2.8352,https://image.tmdb.org/t/p/w500/jpYzFBi6zfn8CHVaXmqgiOTas4V.jpg,
nm0001029,Jim Caviezel,"actor,producer,soundtrack",1968,,8767.0,5.7824,https://image.tmdb.org/t/p/w500/3dwavYsGYA6zzzipfdLIHbudIZW.jpg,"James Patrick Caviezel, Jr. (né le 26 septembre 1968) est un acteur de cinéma américain, parfois crédité comme Jim Caviezel. Il est connu pour les rôles de Jésus-Christ dans le film The Passion of the Christ, Bobby Jones dans Bobby Jones : A Stroke of Genius, Edmond Dantès dans Le Comte de Monte Cristo, Catch in Angel Eyes et Private Witt dans The Thin Red Line."
